epoch,train_loss,validation_losses,test_loss
1,0.7516929507255554,0.8079570531845093,0.8087148070335388
2,0.7659096121788025,0.8085396885871887,0.8087148070335388
3,0.7677121162414551,0.8074835538864136,0.8087148070335388
4,0.7673852443695068,0.8027946949005127,0.8087148070335388
5,0.7642653584480286,0.7961773872375488,0.8087148070335388
6,0.7597724795341492,0.8118218183517456,0.8087148070335388
7,0.7720963954925537,0.8087067008018494,0.8087148070335388
