epoch,train_loss,validation_losses,test_loss
1,0.7435236573219299,0.7652820944786072,0.6661621332168579
2,0.7331839203834534,0.7092352509498596,0.6661621332168579
3,0.6919369101524353,0.6824370622634888,0.6661621332168579
4,0.6718059778213501,0.6714934706687927,0.6661621332168579
5,0.6637306213378906,0.6466443538665771,0.6661621332168579
6,0.6451123356819153,0.6638064384460449,0.6661621332168579
7,0.6590412855148315,0.666105329990387,0.6661621332168579
