epoch,train_loss,validation_losses,test_loss
1,0.710432767868042,0.7718998789787292,0.6901425123214722
2,0.7273447513580322,0.7148722410202026,0.6901425123214722
3,0.6921125054359436,0.6901490688323975,0.6901425123214722
4,0.6756272315979004,0.6676782369613647,0.6901425123214722
5,0.6605761051177979,0.6756484508514404,0.6901425123214722
6,0.666559100151062,0.7036799192428589,0.6901425123214722
7,0.685053288936615,0.6900752782821655,0.6901425123214722
