epoch,train_loss,validation_losses,test_loss
1,0.7505073547363281,0.7911104559898376,0.644336462020874
2,0.7525597214698792,0.732988178730011,0.644336462020874
3,0.7098616361618042,0.6892553567886353,0.644336462020874
4,0.6771692633628845,0.6752090454101562,0.644336462020874
5,0.6660276651382446,0.6666293144226074,0.644336462020874
6,0.6603744029998779,0.6514975428581238,0.644336462020874
7,0.6487635970115662,0.6441824436187744,0.644336462020874
