epoch,train_loss,validation_losses,test_loss
1,0.7192815542221069,0.7948262095451355,0.645186185836792
2,0.7249416708946228,0.7255096435546875,0.645186185836792
3,0.6893994808197021,0.6826436519622803,0.645186185836792
4,0.6669742465019226,0.6730396151542664,0.645186185836792
5,0.6612237095832825,0.6656715869903564,0.645186185836792
6,0.6572168469429016,0.6547969579696655,0.645186185836792
7,0.6522976756095886,0.6451123952865601,0.645186185836792
